School_Name,School_Type,Specialisation,Campus_Name,Campus_Type,Campus_Address_Line_1,Campus_Address_Town,Campus_Address_State,Campus_Postcode,School_Phone,School_Website,Managed_Enrolments,Campus_Status,Campus_Year_Levels,primary_2020,year7_2020,year8_2020,year9_2020,year10_2020,year11_2020,year12_2020,DET_Region,type,Zone,Entity_Code,juniorsec_2020,seniorsec_2020,singlesex_2020,specialist_2020
Norris Bank Primary School,Primary,,Norris Bank Primary School,Primary,146 Settlement Road,Bundoora,VIC,"3083",03 9467 2206,http://www.norrisbkps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1361801",,,,
North Melbourne Primary School,Primary,,North Melbourne Primary School,Primary,210 Errol Street,North Melbourne,VIC,"3051",03 9329 6902,http://www.northmelbourneps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1140201",,,,
Northcote Primary School,Primary,,Northcote Primary School,Primary,33 Helen Street,Northcote,VIC,"3070",03 9481 0009,http://www.northcoteps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1140101",,,,
Nowa Nowa Primary School,Primary,,Nowa Nowa Primary School,Primary,Gorge Road,Nowa Nowa,VIC,"3887",03 5155 7225,http://www.nowa-nowa-ps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1373801",,,,
Nullawarre and District Primary School,Primary,,Nullawarre And District Primary School,Primary,132 Henry's Sawmill Road,Nullawarre,VIC,"3268",03 5566 5267,http://www.nullawarreps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1165201",,,,
Nullawil Primary School,Primary,,Nullawil Primary School,Primary,Church Street,Nullawil,VIC,"3529",03 5493 5260,http://www.nullawilps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Shortest path,Yes,"1330101",,,,
Numurkah Primary School,Primary,,Numurkah Primary School,Primary,12 Quinn Street,Numurkah,VIC,"3636",03 5862 1426,http://www.numurkahps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1213401",,,,
Nungurner Primary School,Primary,,Nungurner Primary School,Primary,455 Nungurner Road,Nungurner,VIC,"3909",03 5156 3232,http://www.nungurnerps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1422601",,,,
Nyah District Primary School,Primary,,Nyah District Primary School,Primary,53-59 Monash Avenue,Nyah West,VIC,"3595",03 5030 2548,http://www.nyahdps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Shortest path,Yes,"1545601",,,,
Nyora Primary School,Primary,,Nyora Primary School,Primary,Grundy Avenue,Nyora,VIC,"3987",03 5659 6240,http://www.nyoraps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1340101",,,,
Oak Park Primary School,Primary,,Oak Park Primary School,Primary,Willett Avenue,Oak Park,VIC,"3046",03 9306 9182,http://www.oakparkps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1472101",,,,
Oakleigh Primary School,Primary,,Oakleigh Primary School,Primary,20 Warrigal Road,Oakleigh,VIC,"3166",03 9568 0558,http://www.oakleighps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1160101",,,,
Oakleigh South Primary School,Primary,,Oakleigh South Primary School,Primary,Riley Street,Oakleigh South,VIC,"3167",03 9570 1016,http://www.oakleighsouthps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1482301",,,,
Oatlands Primary School,Primary,,Oatlands Primary School,Primary,79 - 93 Kurrajong Road,Narre Warren,VIC,"3805",03 9705 6055,http://www.oatlandsps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1536301",,,,
Oberon Primary School,Primary,,Oberon Primary School,Primary,28 Dorothy Avenue,Belmont,VIC,"3216",03 5243 1613,http://www.oberonps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1473501",,,,
Oberon South Primary School,Primary,,Oberon South Primary School,Primary,Tintinara Crescent,Belmont,VIC,"3216",03 5243 2997,http://www.oberonsouthps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1498301",,,,
Ocean Grove Primary School,Primary,,Ocean Grove Primary School,Primary,1 - 23 Draper Street,Ocean Grove,VIC,"3226",03 5255 1340,http://www.ogps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1310001",,,,
Officer Primary School,Primary,,Officer Primary School,Primary,13-23 Tivendale Rd,Officer,VIC,"3809",03 5943 2315,http://www.officerps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1274201",,,,
Old Orchard Primary School,Primary,,Old Orchard Primary School,Primary,88 Koonung Road,Blackburn North,VIC,"3130",03 9877 7899,http://www.oldorchardps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1471501",,,,
Olinda Primary School,Primary,,Olinda Primary School,Primary,45 Charlemont Lane,Olinda,VIC,"3788",03 9751 1181,http://www.olindaps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1349401",,,,
Omeo Primary School,Primary,,Omeo Primary School,Primary,167 Day Avenue,Omeo,VIC,"3898",03 5159 1313,http://www.swiftscreeksc.vic.edu.au/omeops/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1083101",,,,
Orbost North Primary School,Primary,,Orbost North Primary School,Primary,Rupert St,Orbost,VIC,"3888",03 5154 1217,http://orbostnorthprimaryschool.net/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1476701",,,,
Orbost Primary School,Primary,,Orbost Primary School,Primary,10 Ruskin Street,Orbost,VIC,"3888",03 5154 1119,http://www.orbostps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1274401",,,,
Orchard Grove Primary School,Primary,,Orchard Grove Primary School,Primary,101 Orchard Grove,Blackburn South,VIC,"3130",03 9894 3400,http://www.orchgveps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1528501",,,,
Ormond Primary School,Primary,,Ormond Primary School,Primary,Cnr Murray & Wheatley Roads,Ormond,VIC,"3204",03 9578 1327,http://www.ormondps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1307401",,,,
Orrvale Primary School,Primary,,Orrvale Primary School,Primary,300 Channel Road,Orrvale,VIC,"3631",03 5829 2490,http://www.orrvaleps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1380501",,,,
Osborne Primary School,Primary,,Osborne Primary School,Primary,120 Craigie Rd,Mount Martha,VIC,"3934",03 5975 1792,http://www.osborneps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1265501",,,,
Osbornes Flat Primary School,Primary,,Osbornes Flat Primary School,Primary,354 Osbornes Flat Road,Osbornes Flat,VIC,"3691",02 6027 1415,http://www.osbornesflatps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1146301",,,,
Overport Primary School,Primary,,Overport Primary School,Primary,Towerhill Road,Frankston,VIC,"3199",03 9783 8777,http://www.overport-ps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1478001",,,,
Oxley Primary School,Primary,,Oxley Primary School,Primary,1050 Wangaratta-Whitfield Road,Oxley,VIC,"3678",03 5727 3312,http://oxleyps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1139901",,,,
Pakenham Consolidated School,Primary,,Pakenham Consolidated School,Primary,2 Rundell Way,Pakenham,VIC,"3810",03 5941 1511,http://www.pakconps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1624301",,,,
Pakenham Hills Primary School,Primary,,Pakenham Hills Primary School,Primary,15 Kennedy Road,Pakenham,VIC,"3810",03 5941 4436,http://www.pakenhamhillsps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1537001",,,,
Pakenham Lakeside Primary School,Primary,,Pakenham Lakeside Primary School,Primary,23 Shearwater Drive,Pakenham,VIC,"3810",03 5940 9532,http://www.plps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1550401",,,,
Pakenham Primary School,Primary,,Pakenham Primary School,Primary,Abrehart Road,Pakenham,VIC,"3810",03 5918 3900,https://www.schoolbuildings.vic.gov.au/schools/Pages/PakenhamPrimarySchool.aspx,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1552701",,,,
Pakenham Springs Primary School,Primary,,Pakenham Springs Primary School,Primary,5 Livingstone Boulevard,Pakenham,VIC,"3810",03 5945 7400,https://pakenhamsprings.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1550701",,,,
Panmure Primary School,Primary,,Panmure Primary School,Primary,8759 Princes Highway,Panmure,VIC,"3265",03 5567 6264,http://panmureps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1107901",,,,
Panton Hill Primary School,Primary,,Panton Hill Primary School,Primary,585 Kangaroo Grd-St Andrews Rd,Panton Hill,VIC,"3759",03 9719 7202,http://www.pantonhill.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1113401",,,,
Park Orchards Primary School,Primary,,Park Orchards Primary School,Primary,1-3 Bowmore Avenue,Park Orchards,VIC,"3114",03 9876 1249,http://www.pops.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1485401",,,,
Park Ridge Primary School,Primary,,Park Ridge Primary School,Primary,Wentworth Avenue,Rowville,VIC,"3178",03 9752 8555,http://www.parkridge-ps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1528101",,,,
Parkdale Primary School,Primary,,Parkdale Primary School,Primary,305-311 Nepean Highway,Parkdale,VIC,"3195",03 9580 1451,http://www.parkdaleps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1417101",,,,
Parkhill Primary School,Primary,,Parkhill Primary School,Primary,4a Parkhill Drive,Ashwood,VIC,"3147",03 9807 2239,http://www.parkhillps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1541601",,,,
Parkmore Primary School,Primary,,Parkmore Primary School,Primary,38-54 Jolimont Road,Forest Hill,VIC,"3131",03 9878 5556,http://www.parkmore.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1488101",,,,
Parktone Primary School,Primary,,Parktone Primary School,Primary,Robert Street,Parkdale,VIC,"3195",03 9580 1207,http://www.parktoneps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1484301",,,,
Parkwood Green Primary School,Primary,,Parkwood Green Primary School,Primary,Cnr Gourlay Rd & Community Hub,Hillside,VIC,"3037",03 9449 3600,http://www.parkwoodgreen.com,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1548001",,,,
Pascoe Vale North Primary School,Primary,,Pascoe Vale North Primary School,Primary,Kent Road,Pascoe Vale,VIC,"3044",03 9354 3343,http://www.pvnps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1473101",,,,
Pascoe Vale Primary School,Primary,,Pascoe Vale Primary School,Primary,362 Gaffney Street,Pascoe Vale,VIC,"3044",03 9354 1611,http://www.pvps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1308101",,,,
Pascoe Vale South Primary School,Primary,,Pascoe Vale South Primary School,Primary,411-429 Reynard Street,Pascoe Vale South,VIC,"3044",03 9386 4301,http://www.pvsps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1470401",,,,
Patterson Lakes Primary School,Primary,,Patterson Lakes Primary School,Primary,130-148 Gladesville Boulevard,Patterson Lakes,VIC,"3197",03 9772 4011,http://www.patterson-lakes-ps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1519001",,,,
Paynesville Primary School,Primary,,Paynesville Primary School,Primary,31 - 47 Ashley Street,Paynesville,VIC,"3880",03 5156 6334,http://www.paynesville-ps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1234301",,,,
Pearcedale Primary School,Primary,,Pearcedale Deaf Facility,Deaf,Baxter Tooradin Road,Pearcedale,VIC,"3912",03 5978 6250,https://pearcedaleschool.com.au/deaf-facility/,,O,,,,,,,,,South East,NA,No,"1296102",,,,
Pearcedale Primary School,Primary,,Pearcedale Primary School,Primary,Baxter-tooradin Road,Pearcedale,VIC,"3912",03 5978 6250,https://pearcedaleschool.com.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1296101",,,,
Pembroke Primary School,Primary,,Pembroke Primary School,Primary,Pembroke Road,Mooroolbark,VIC,"3138",03 9725 6689,http://www.pemprim.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1493701",,,,
Penders Grove Primary School,Primary,,Penders Grove Primary School,Primary,370 Victoria Road,Thornbury,VIC,"3071",03 9484 1076,http://www.pendersgroveps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1380601",,,,
Penshurst Primary School,Primary,,Penshurst Primary School,Primary,87 Ritchie Street,Penshurst,VIC,"3289",03 5576 5433,,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1048601",,,,
Pentland Primary School,Primary,,Pentland Primary School,Primary,164 Halletts Way,Bacchus Marsh,VIC,"3340",03 5367 6080,http://www.pentlandps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1536901",,,,
Peranbin Primary College,Primary,,Swanpool Campus,Primary,Midland Highway,Swanpool,VIC,"3673",03 5798 1431,http://www.peranbinpc.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1536703",,,,
Peranbin Primary College,Primary,,Baddaginnie Campus,Primary,Clarendon Street,Baddaginnie,VIC,"3670",03 5798 1431,http://www.peranbinpc.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1536705",,,,
Peranbin Primary College,Primary,,Strathbogie Campus,Primary,19-25 Main Street,Strathbogie,VIC,"3666",03 5798 1431,http://www.peranbinpc.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1536704",,,,
Peranbin Primary College,Primary,,Violet Town Campus,Primary,Tulip Street,Violet Town,VIC,"3669",03 5798 1431,http://www.peranbinpc.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1536701",,,,
Perseverance Primary School,Primary,,Perseverance Primary School,Primary,Centreway,French Island,VIC,"3921",03 5980 1292,http://www.perseveranceps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1326101",,,,
Pinewood Primary School,Primary,,Pinewood Primary School,Primary,27-35 Pinewood Drive,Mount Waverley,VIC,"3149",03 8847 3200,http://www.pinewood-ps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1487401",,,,
Pleasant Street Primary School (Ballarat),Primary,,Pleasant Street Primary School (Ballarat),Primary,101 Pleasant St North,Lake Wendouree,VIC,"3350",03 5332 2598,http://www.pleasantstps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1069501",,,,
Plenty Parklands Primary School,Primary,,Plenty Parklands Primary School,Primary,48 Blossom Park Drive,Mill Park,VIC,"3082",03 9404 4311,http://www.plentyparklands-ps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1191501",,,,
Point Lonsdale Primary School,Primary,,Point Lonsdale Primary School,Primary,22 Bowen Road,Point Lonsdale,VIC,"3225",03 5258 1501,http://www.ptlonsdaleps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1332201",,,,
Pomonal Primary School,Primary,,Pomonal Primary School,Primary,2859 Ararat Pomonal Road,Pomonal,VIC,"3381",03 5356 6292,http://www.pomonal.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1285901",,,,
Poowong Consolidated School,Primary,,Poowong Consolidated School,Primary,5 Gardner Lane,Poowong,VIC,"3988",03 5659 2356,http://www.poowongcs.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1624501",,,,
Porepunkah Primary School,Primary,,Porepunkah Primary School,Primary,2 Martley Street,Porepunkah,VIC,"3740",03 5756 2253,http://porepunkahps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1114401",,,,
Port Fairy Consolidated School,Primary,,Port Fairy Consolidated School,Primary,Albert Street,Port Fairy,VIC,"3284",03 5568 1051,http://www.pfc.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1624701",,,,
Port Melbourne Primary School,Primary,,Port Melbourne Primary School,Primary,415 Graham Street,Port Melbourne,VIC,"3207",03 9646 1001,http://www.portmelb.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Non standard,Yes,"1293201",,,,
Portarlington Primary School,Primary,,Portarlington Primary School,Primary,100 Newcombe Street,Portarlington,VIC,"3223",03 5259 2572,http://www.portps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1245501",,,,
Portland North Primary School,Primary,,Portland North Primary School,Primary,42 School Road,Portland North,VIC,"3305",03 5523 1482,http://www.portlandnorthps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1119401",,,,
Portland Primary School,Primary,,Portland Primary School,Primary,45 Palmer Street,Portland,VIC,"3305",03 5523 1911,http://www.portlandps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1048901",,,,
Portland South Primary School,Primary,,Portland South Primary School,Primary,133-141 Edgar Street,Portland,VIC,"3305",03 5523 2911,http://www.portlandsthps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1475001",,,,
Powlett River Primary School,Primary,,Powlett River Primary School,Primary,9 - 21 Bent Street,Dalyston,VIC,"3992",03 5678 7240,http://www.powlett.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1542301",,,,
Preston North East Primary School,Primary,,Preston North East Primary School,Primary,93 Tyler Street,East Preston,VIC,"3072",03 9478 8078,http://www.pneps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1476401",,,,
Preston Primary School,Primary,,Preston Primary School,Primary,240 Tyler Street,Preston,VIC,"3072",03 9470 1167,http://www.preston-ps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1149401",,,,
Preston South Primary School,Primary,,Preston South Primary School,Primary,56B Hotham Street,Preston,VIC,"3072",03 9484 1544,http://www.prestonsouthps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1082401",,,,
Preston West Primary School,Primary,,Preston West Primary School,Primary,383 Murray Road,Preston,VIC,"3072",03 9470 1546,http://www.prestonwest.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1388501",,,,
Princes Hill Primary School,Primary,,Princes Hill Primary School,Primary,280 Pigdon Street,Carlton North,VIC,"3054",03 9389 5300,http://www.phps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1295501",,,,
Puckapunyal Primary School,Primary,,Puckapunyal Primary School,Primary,Alamein Road,Puckapunyal,VIC,"3662",03 5793 1288,http://www.puckapunyalps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1185501",,,,
Pyalong Primary School,Primary,,Pyalong Primary School,Primary,10-14 Bourke Street,Pyalong,VIC,"3521",03 5785 1291,http://www.pyalongps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1200501",,,,
Quarry Hill Primary School,Primary,,Quarry Hill Primary School,Primary,25 Peel Street,Quarry Hill,VIC,"3550",03 5443 3537,http://www.quarryhillps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1116501",,,,
Queenscliff Primary School,Primary,,Queenscliff Primary School,Primary,Cnr Stokes & Stevens Street,Queenscliff,VIC,"3225",03 5258 1696,http://www.queenscliffps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1119001",,,,
Ranfurly Primary School,Primary,,Ranfurly Primary School,Primary,348 Ontario Avenue,Mildura,VIC,"3500",03 5022 1299,http://www.ranfurlyps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Shortest path,Yes,"1534601",,,,
Rangebank Primary School,Primary,,Rangebank Primary School,Primary,14-36 Lesdon Avenue,Cranbourne,VIC,"3977",03 5996 8900,http://www.rangebankps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1523201",,,,
Rangeview Primary School,Primary,,Rangeview Primary School,Primary,27 Churinga Avenue,Mitcham,VIC,"3132",03 9874 6381,http://www.rangeview.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1543101",,,,
Rawson Primary School,Primary,,Rawson Primary School,Primary,Knotts Siding Road,Rawson,VIC,"3825",03 5165 3443,http://www.rawsonps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1538901",,,,
Raywood Primary School,Primary,,Raywood Primary School,Primary,18-22 Sandhurst Street,Raywood,VIC,"3570",03 5436 1392,http://raywoodps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1184401",,,,
Red Cliffs East Primary School,Primary,,Red Cliffs East Primary School,Primary,Block 67a Nerrum Avenue,Red Cliffs,VIC,"3496",03 5024 1147,http://www.rceps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Shortest path,Yes,"1412301",,,,
Red Cliffs Primary School,Primary,,Red Cliffs Primary School,Primary,Murray Avenue,Red Cliffs,VIC,"3496",03 5024 1044,http://www.redcliffsps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Shortest path,Yes,"1405701",,,,
